group_id,duplicate_type,filename,other_filename,distance,hash
near-151,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-152,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-153,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-154,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-1_7680_512.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-155,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_15872_6144.png,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_512_15872.png,4,
near-156,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_15872_6144.png,GF6_WFV_E133.0_N29.1_20200530_L1A1120002372-2_6144_6656.png,2,
near-157,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_15872_8704.png,GF6_WFV_E136.6_N29.1_20200913_L1A1120035632-1_9216_14848.png,4,
near-158,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_512_15872.png,GF6_WFV_E133.0_N29.1_20200530_L1A1120002372-2_6144_6656.png,2,
near-159,perceptual_near,GF6_WFV_E132.4_N35.8_20200914_L1A1120035552-2_8192_16896.png,GF6_WFV_E136.0_N26.9_20200913_L1A1120035638-2_8192_5632.png,4,
near-160,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,0,
near-161,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-162,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-163,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-164,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_10752_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-165,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,0,
near-166,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-167,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-168,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_11264_8704.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-169,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,0,
near-170,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-171,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_12928_6144.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-172,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,0,
near-173,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6144_10752.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-174,perceptual_near,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_6656_12800.png,GF6_WFV_E134.3_N40.2_20200918_L1A1120036758-1_7680_16896.png,0,
near-175,perceptual_near,GF6_WFV_E136.6_N24.7_20200521_L1A1119999504-3_10752_512.png,GF6_WFV_E136.6_N24.7_20200521_L1A1119999504-3_10769_512.png,4,
